300 7
        3.034939e-02         3.000000e-02         8.602520e-10         3.965269e-22         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00
        3.105632e-02         3.069879e-02         1.993681e-09         1.371552e-21         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00
        3.177972e-02         3.141386e-02         3.547401e-09         3.874829e-21         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00
        3.251996e-02         3.214558e-02         5.352560e-09         1.106504e-20         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00
        3.327745e-02         3.289435e-02         8.816980e-09         3.281835e-20         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00
        3.405258e-02         3.366055e-02         1.417935e-08         8.984655e-20         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00
        3.484577e-02         3.444461e-02         2.549562e-08         2.339018e-19         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00
        3.565743e-02         3.524693e-02         6.082057e-08         6.131167e-19         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00
        3.648800e-02         3.606793e-02         1.191751e-07         1.577674e-18         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00
        3.733791e-02         3.690806e-02         1.682222e-07         3.987799e-18         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00
        3.820762e-02         3.776776e-02         2.515256e-07         9.884539e-18         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00
        3.909759e-02         3.864749e-02         4.343454e-07         2.393084e-17         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00
        4.000829e-02         3.954770e-02         6.370937e-07         5.678618e-17         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00
        4.094021e-02         4.046889e-02         8.881668e-07         1.292618e-16         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00
        4.189383e-02         4.141153e-02         1.196870e-06         2.906850e-16         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00
        4.286966e-02         4.237613e-02         1.596522e-06         6.553921e-16         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00
        4.386822e-02         4.336319e-02         2.131069e-06         1.441920e-15         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00
        4.489004e-02         4.437325e-02         2.670506e-06         3.067583e-15         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00
        4.593567e-02         4.540684e-02         3.283029e-06         6.453126e-15         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00
        4.700565e-02         4.646450e-02         4.318353e-06         1.336018e-14         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00
        4.810055e-02         4.754680e-02         5.590237e-06         2.709518e-14         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00
        4.922096e-02         4.865430e-02         7.110788e-06         5.396180e-14         3.924240e-38         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00
        5.036746e-02         4.978761e-02         3.015064e-05         6.697006e-13         3.854647e-37         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00
        5.154067e-02         5.094731e-02         1.703184e-04         3.328612e-12         2.395884e-36         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00
        5.274120e-02         5.213402e-02         1.694919e-04         5.946835e-12         1.287997e-35         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00
        5.396970e-02         5.334838e-02         1.716948e-04         9.578688e-12         6.276896e-35         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00
        5.522682e-02         5.459103e-02         2.327824e-04         1.694037e-11         2.884748e-34         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00
        5.651322e-02         5.586261e-02         3.029619e-04         2.773025e-11         1.261841e-33         1.136329e-39         0.000000e+00         0.000000e+00         0.000000e+00
        5.782958e-02         5.716382e-02         3.080179e-04         4.331289e-11         5.518741e-33         1.007092e-37         0.000000e+00         0.000000e+00         0.000000e+00
        5.917660e-02         5.849534e-02         3.217744e-04         7.443072e-11         2.294910e-32         5.743104e-37         0.000000e+00         0.000000e+00         0.000000e+00
        6.055500e-02         5.985787e-02         3.376652e-04         1.204806e-10         9.077103e-32         2.880379e-36         0.000000e+00         0.000000e+00         0.000000e+00
        6.196551e-02         6.125214e-02         4.479497e-04         1.856588e-10         3.573039e-31         1.446775e-35         0.000000e+00         0.000000e+00         0.000000e+00
        6.340887e-02         6.267888e-02         4.620175e-04         2.795459e-10         1.312657e-30         6.646791e-35         0.000000e+00         0.000000e+00         0.000000e+00
        6.488586e-02         6.413886e-02         4.177988e-04         4.219831e-10         4.761527e-30         3.025467e-34         0.000000e+00         0.000000e+00         0.000000e+00
