300 34
        3.034939e-02         3.000000e-02         1.238749e-03         1.546268e-04         5.726528e-05         2.510269e-05         9.908121e-06         3.494895e-06         1.144976e-06         3.717752e-07         1.146974e-07         2.982919e-08         1.079438e-09         4.624185e-13         1.830919e-17         3.781729e-22         1.290005e-27         6.510777e-35         7.003988e-36         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00
        3.105632e-02         3.069879e-02         1.350116e-03         2.512876e-04         9.770025e-05         4.716800e-05         2.012083e-05         7.512753e-06         2.524519e-06         8.105755e-07         2.473703e-07         6.518866e-08         2.235209e-09         9.269323e-13         4.645756e-17         1.307470e-21         5.631313e-27         4.797241e-34         5.874912e-35         1.079376e-36         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00
        3.177972e-02         3.141386e-02         6.630517e-04         1.562806e-04         6.796007e-05         3.971847e-05         2.136873e-05         1.020702e-05         4.163011e-06         1.441655e-06         4.366695e-07         1.132267e-07         3.861957e-09         1.727096e-12         1.048506e-16         3.694491e-21         1.880881e-26         2.288756e-33         3.026031e-34         7.617023e-36         1.364745e-37         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00
        3.251996e-02         3.214558e-02         7.118968e-04         2.044110e-04         9.531232e-05         5.900935e-05         3.279084e-05         1.556526e-05         6.072098e-06         2.001748e-06         6.009487e-07         1.589985e-07         5.828775e-09         3.091077e-12         2.367148e-16         1.056012e-20         6.354770e-26         1.058591e-32         1.483174e-33         4.153081e-35         1.322766e-36         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00
        3.327745e-02         3.289435e-02         6.823995e-04         2.201465e-04         1.076374e-04         7.056269e-05         4.201488e-05         2.157802e-05         9.090597e-06         3.143932e-06         9.510652e-07         2.513010e-07         9.402023e-09         5.703751e-12         5.429789e-16         3.134737e-20         2.321589e-25         5.931232e-32         9.039450e-33         2.881998e-34         1.110902e-35         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00
        3.405258e-02         3.366055e-02         5.852023e-04         2.153756e-04         1.111362e-04         7.803455e-05         5.042834e-05         2.836346e-05         1.302781e-05         4.771651e-06         1.468426e-06         3.891591e-07         1.486169e-08         1.013829e-11         1.179795e-15         8.591016e-20         7.716142e-25         2.918107e-31         4.803941e-32         1.720403e-33         7.269458e-35         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00
        3.484577e-02         3.444461e-02         7.912765e-04         3.038862e-04         1.605044e-04         1.139035e-04         7.440362e-05         4.241801e-05         1.976240e-05         7.291103e-06         2.250653e-06         6.086694e-07         2.642869e-08         2.075220e-11         2.497624e-15         2.239139e-19         2.399692e-24         1.248862e-30         2.183196e-31         8.531393e-33         3.845949e-34         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00
        3.565743e-02         3.524693e-02         1.851384e-03         7.080671e-04         3.822000e-04         2.650726e-04         1.673836e-04         9.148467e-05         4.059872e-05         1.411436e-05         4.145287e-06         1.139005e-06         6.192989e-08         5.257432e-11         5.312266e-15         5.875924e-19         7.633490e-24         5.568899e-30         1.034798e-30         4.420086e-32         2.131914e-33         6.656910e-39         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00
        3.648800e-02         3.606793e-02         3.692057e-03         1.410189e-03         8.029013e-04         5.507255e-04         3.427953e-04         1.841403e-04         8.011261e-05         2.703825e-05         7.627653e-06         2.057260e-06         1.170292e-07         9.698450e-11         1.108115e-14         1.513022e-18         2.368845e-23         2.431008e-29         4.785772e-30         2.225304e-31         1.146186e-32         8.410477e-38         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00
        3.733791e-02         3.690806e-02         5.069180e-03         1.963702e-03         1.126194e-03         7.662824e-04         4.695548e-04         2.458955e-04         1.034091e-04         3.393093e-05         9.640488e-06         2.701236e-06         1.654757e-07         1.555676e-10         2.260007e-14         3.830682e-18         7.241487e-23         1.051512e-28         2.195439e-29         1.110504e-30         6.119723e-32         5.017714e-37         8.252955e-39         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00         0.000000e+00
